1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 9 9 9 9 9 10 10 10 11 11 11 12 12 13 13 13 14 15 15 16 17 18 18 19 21 22 24 26 29 34 39 45 54 72 156 365
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 8 9 9 9 9 10 10 10 10 11 11 12 12 13 13 14 14 15 16 17 18 19 20 21 23 24 27 32 36 43 51 64 123 437
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 9 9 9 9 10 10 10 10 11 11 11 12 13 13 14 14 15 16 17 17 18 19 21 22 24 27 31 35 41 50 64 238 1269
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 9 9 9 9 9 10 10 10 11 11 12 12 13 13 14 15 15 16 17 18 19 20 22 23 26 29 34 40 46 57 79 220 1886
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 9 9 9 9 10 10 10 10 11 11 12 12 12 13 14 14 15 15 16 17 17 18 19 19 20 22 23 24 26 29 31 34 38 42 47 53 61 71 99 331 540
1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 7 7 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 11 11 11 12 12 13 13 13 14 14 15 15 16 16 17 18 18 19 20 20 21 22 23 24 25 26 28 29 31 33 34 36 39 42 44 47 50 53 57 62 67 73 82 100 130 182 329 565
1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 11 11 11 12 12 13 13 14 14 14 15 15 16 16 17 17 18 19 19 20 20 21 22 23 23 24 25 26 27 28 29 30 32 33 35 36 38 40 41 43 45 48 50 53 56 59 63 66 70 75 80 86 94 103 116 142 212 361
1 1 1 1 1 1 1 2 2 2 2 3 3 3 4 4 4 4 5 5 5 6 6 6 6 7 7 7 7 8 8 8 9 9 9 9 10 10 10 11 11 12 12 12 13 13 14 14 15 15 15 16 16 17 17 18 18 19 20 20 21 22 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 39 41 42 44 46 48 51 53 56 59 62 65 69 73 77 82 87 93 102 114 135 181 269
1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 4 4 4 5 5 5 5 6 6 6 7 7 7 7 8 8 8 8 9 9 9 10 10 11 11 11 12 12 13 13 13 14 14 15 15 16 16 17 18 18 19 19 20 21 22 22 23 24 25 26 27 27 28 29 30 31 33 34 35 36 38 39 41 43 44 46 48 50 52 54 57 59 62 65 68 72 77 82 88 96 106 122 147 219 345
1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 4 4 4 4 5 5 5 6 6 6 6 7 7 7 7 8 8 8 9 9 9 10 10 10 11 11 12 12 12 13 13 14 14 15 15 16 16 17 18 18 19 19 20 21 22 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 39 40 42 44 45 47 49 51 54 56 59 61 65 68 72 76 81 87 95 105 121 146 210 383
1 1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 5 5 5 5 6 6 6 7 7 7 7 8 8 8 8 9 9 9 10 10 10 11 11 12 12 12 13 13 14 14 15 16 16 17 17 18 19 19 20 21 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 38 39 41 43 44 46 48 50 52 55 57 60 63 67 71 76 81 88 96 107 124 156 260 521
1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 7 7 7 7 8 8 8 8 9 9 9 10 10 10 11 11 11 12 12 13 13 14 14 14 15 15 16 16 17 18 18 19 19 20 21 22 22 23 24 25 26 27 28 29 30 31 33 34 35 37 39 40 42 44 46 49 51 54 56 60 63 67 72 78 84 93 107 126 158 237 493
1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 9 9 9 10 10 10 11 11 11 12 12 13 13 13 14 14 15 15 16 16 17 17 18 18 19 20 20 21 22 22 23 24 25 25 26 27 28 29 30 32 33 34 36 37 39 40 42 44 46 48 51 54 56 60 64 68 73 80 89 101 119 153 268 571
1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 6 6 6 6 7 7 7 7 8 8 8 9 9 9 10 10 10 11 11 11 12 12 13 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 21 21 22 22 23 24 25 26 26 27 28 29 30 31 32 33 35 36 37 39 40 42 44 46 47 50 52 55 58 61 65 70 75 82 92 106 132 202 377
1 1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 7 7 7 7 7 8 8 8 9 9 9 9 10 10 10 11 11 11 12 12 13 13 14 14 14 15 15 16 16 17 17 18 19 19 20 20 21 22 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 39 40 42 44 46 48 51 53 56 59 63 68 74 81 90 105 132 215 389
1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 4 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 11 11 11 12 12 13 13 14 14 14 15 15 16 16 17 17 18 19 19 20 21 21 22 23 24 25 26 27 28 29 31 32 33 35 37 38 40 42 45 47 50 52 56 59 64 69 76 85 97 118 157 260 419
1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 4 4 4 4 4 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 11 11 11 12 12 13 13 13 14 14 15 15 16 16 17 17 18 19 19 20 21 22 22 23 24 26 27 28 29 31 32 34 36 38 40 42 44 47 50 54 57 62 67 73 81 91 106 129 184 345 533
1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 4 4 4 4 4 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 11 11 11 12 12 13 13 14 14 14 15 15 16 17 17 18 19 19 20 21 22 23 24 25 26 27 28 30 32 33 35 37 39 41 44 46 49 53 56 60 65 70 76 84 94 106 121 146 187 284 388
1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 4 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 11 11 12 12 12 13 13 14 14 15 15 16 17 17 18 19 19 20 21 22 22 23 24 26 27 28 29 31 32 34 35 37 39 41 43 46 48 51 54 57 60 64 68 73 79 85 92 101 112 126 147 179 264 363
1 1 1 1 1 1 1 1 2 2 2 2 3 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 9 9 9 10 10 10 11 11 11 12 12 13 13 13 14 14 15 15 16 16 17 17 18 19 19 20 21 21 22 23 24 25 25 26 27 29 30 31 32 34 36 37 39 41 43 45 47 50 53 56 59 63 67 72 77 84 91 100 113 130 156 212 310
1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 4 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 11 11 11 12 12 12 13 13 14 14 14 15 15 16 16 17 17 18 19 19 20 20 21 22 23 23 24 25 26 27 28 29 31 32 33 35 36 38 40 42 44 46 49 52 55 59 63 68 74 81 91 105 127 178 298
1 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 10 11 11 11 12 12 12 13 13 13 14 14 15 15 15 16 16 17 17 18 18 19 20 20 21 22 23 24 25 26 27 28 29 30 32 33 35 37 39 42 44 47 51 55 59 65 72 82 98 130 169
1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 8 9 9 9 9 10 10 10 10 11 11 11 11 12 12 13 13 13 14 14 15 15 15 16 16 17 17 18 19 19 20 21 22 22 23 25 26 27 29 30 32 34 37 40 43 47 52 58 67 80 104 139
1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 9 9 9 9 9 10 10 10 10 11 11 11 12 12 13 13 13 14 14 15 15 16 16 17 17 18 19 19 20 21 22 24 25 27 29 31 34 37 42 49 57 69 96 123
